,529.27,523.60
5309,515.49,523.60
5310,515.49,523.60
5311,515.49,523.60
5312,515.49,523.60
5313,529.27,523.60
5314,515.49,523.60
5315,529.27,523.60
5316,515.49,523.60
5317,529.27,523.60
5318,529.27,523.60
5319,529.27,523.60
5320,529.27,523.60
5321,529.27,523.60
5322,529.27,523.60
5323,529.27,523.60
5324,515.49,523.60
5325,515.49,523.60
5326,515.49,523.60
5327,529.27,523.60
5328,515.49,523.60
5329,515.49,523.60
5330,515.49,523.60
5331,529.27,523.60
5332,529.27,523.60
5333,529.27,523.60
5334,529.27,523.60
5335,529.27,523.60
5336,529.27,523.60
5337,529.27,523.60
5338,529.27,523.60
5339,529.27,523.60
5340,529.27,523.60
5341,515.49,523.60
5342,529.27,523.60
5343,515.49,523.60
5344,515.49,523.60
5345,529.27,523.60
5346,515.49,523.60
5347,515.49,523.60
5348,529.27,523.60
5349,529.27,523.60
5350,529.27,523.60
5351,529.27,523.60
5352,529.27,523.60
5353,529.27,523.60
5354,515.49,523.60
5355,529.27,523.60
5356,529.27,523.60
5357,515.49,523.60
5358,529.27,523.60
5359,515.49,523.60
5360,515.49,523.60
5361,515.49,523.60
5362,515.49,523.60
5363,515.49,523.60
5364,515.49,523.60
5365,529.27,523.60
5366,529.27,523.60
5367,529.27,523.60
5368,529.27,523.60
5369,529.27,523.60
5370,529.27,523.60
5371,529.27,523.60
5372,529.27,523.60
5373,515.49,523.60
5374,515.49,523.60
5375,529.27,523.60
5376,515.49,523.60
5377,515.49,523.60
5378,515.49,523.60
5379,515.49,523.60
5380,515.49,523.60
5381,529.27,523.60
5382,529.27,523.60
5383,529.27,523.60
5384,515.49,523.60
5385,529.27,523.60
5386,515.49,523.60
5387,529.27,523.60
5388,529.27,523.60
5389,529.27,523.60
5390,515.49,523.60
5391,529.27,523.60
5392,515.49,523.60
5393,515.49,523.60
5394,515.49,523.60
5395,515.49,523.60
5396,515.49,523.60
5397,515.49,523.60
5398,529.27,523.60
5399,529.27,523.60
5400,529.27,523.60
5401,529.27,523.60
5402,529.27,523.60
5403,529.27,523.60
5404,529.27,523.60
5405,529.27,523.60
5406,529.27,523.60
5407,529.27,523.60
5408,529.27,523.60
5409,515.49,523.60
5410,515.49,523.60
5411,515.49,523.60
5412,529.27,523.60
5413,515.49,523.60
5414,515.49,523.60
5415,515.49,523.60
5416,515.49,523.60
5417,529.27,523.60
5418,529.27,523.60
5419,529.27,523.60
5420,529.27,523.60
5421,529.27,523.60
5422,529.27,523.60
5423,515.49,523.60
5424,515.49,523.60
5425,529.27,523.60
5426,515.49,523.60
5427,515.49,523.60
5428,515.49,523.60
5429,529.27,523.60
5430,515.49,523.60
5431,529.27,523.60
5432,529.27,523.60
5433,529.27,523.60
5434,529.27,523.60
5435,529.27,523.60
5436,529.27,523.60
5437,529.27,523.60
5438,529.27,523.60
5439,529.27,523.60
5440,515.49,523.60
5441,515.49,523.60
5442,529.27,523.60
5443,515.49,523.60
5444,529.27,523.60
5445,515.49,523.60
5446,515.49,523.60
5447,529.27,523.60
5448,515.49,523.60
5449,529.27,523.60
5450,515.49,523.60
5451,529.27,523.60
5452,529.27,523.60
5453,529.27,523.60
5454,529.27,523.60
5455,529.27,523.60
5456,529.27,523.60
5457,529.27,523.60
5458,515.49,523.60
5459,529.27,523.60
5460,515.49,523.60
5461,515.49,523.60
5462,515.49,523.60
5463,515.49,523.60
5464,529.27,523.60
5465,515.49,523.60
5466,529.27,523.60
5467,529.27,523.60
5468,529.27,523.60
5469,515.49,523.60
5470,529.27,523.60
5471,529.27,523.60
5472,529.27,523.60
5473,529.27,523.60
5474,529.27,523.60
5475,515.49,523.60
5476,515.49,523.60
5477,515.49,523.60
5478,515.49,523.60
5479,515.49,523.60
5480,515.49,523.60
5481,529.27,523.60
5482,515.49,523.60
5483,529.27,523.60
5484,515.49,523.60
5485,529.27,523.60
5486,529.27,523.60
5487,515.49,523.60
5488,529.27,523.60
5489,515.49,523.60
5490,529.27,523.60
5491,515.49,523.60
5492,515.49,523.60
5493,515.49,523.60
5494,515.49,523.60
5495,515.49,523.60
5496,515.49,523.60
5497,529.27,523.60
5498,515.49,523.60
5499,529.27,523.60
5500,529.27,523.60
5501,529.27,523.60
5502,529.27,523.60
5503,529.27,523.60
5504,529.27,523.60
5505,529.27,523.60
5506,529.27,523.60
5507,515.49,523.60
5508,515.49,523.60
5509,515.49,523.60
5510,515.49,523.60
5511,515.49,523.60
5512,515.49,523.60
5513,529.27,523.60
5514,529.27,523.60
5515,529.27,523.60
5516,529.27,523.60
5517,529.27,523.60
5518,529.27,523.60
5519,529.27,523.60
5520,529.27,523.60
5521,529.27,523.60
5522,529.27,523.60
5523,529.27,523.60
5524,529.27,523.60
5525,515.49,523.60
5526,515.49,523.60
5527,515.49,523.60
5528,515.49,523.60
5529,515.49,523.60
5530,529.27,523.60
5531,529.27,523.60
5532,515.49,523.60
5533,529.27,523.60
5534,529.27,523.60
5535,529.27,523.60
5536,529.27,523.60
5537,529.27,523.60
5538,529.27,523.60
5539,515.49,523.60
5540,529.27,523.60
5541,529.27,523.60
5542,515.49,523.60
5543,515.49,523.60
5544,529.27,523.60
5545,515.49,523.60
5546,515.49,523.60
5547,515.49,523.60
5548,515.49,523.60
5549,529.27,523.60
5550,529.27,523.60
5551,529.27,523.60
5552,529.27,523.60
5553,529.27,523.60
5554,529.27,523.60
5555,529.27,523.60
5556,515.49,523.60
5557,529.27,523.60
5558,515.49,523.60
5559,529.27,523.60
5560,529.27,523.60
5561,515.49,523.60
5562,515.49,523.60
5563,529.27,523.60
5564,515.49,523.60
5565,515.49,523.60
5566,529.27,523.60
5567,515.49,523.60
5568,529.27,523.60
5569,529.27,523.60
5570,529.27,523.60
5571,529.27,523.60
5572,529.27,523.60
5573,529.27,523.60
5574,529.27,523.60
5575,529.27,523.60
5576,515.49,523.60
5577,515.49,523.60
5578,515.49,523.60
5579,515.49,523.60
5580,529.27,523.60
5581,529.27,523.60
5582,529.27,523.60
5583,529.27,523.60
5584,529.27,523.60
5585,529.27,523.60
5586,515.49,523.60
5587,529.27,523.60
5588,529.27,523.60
5589,529.27,523.60
5590,529.27,523.60
5591,529.27,523.60
5592,515.49,523.60
5593,529.27,523.60
5594,515.49,523.60
5595,515.49,523.60
5596,529.27,523.60
5597,515.49,523.60
5598,529.27,523.60
5599,529.27,523.60
5600,529.27,523.60
5601,529.27,523.60
5602,529.27,523.60
5603,529.27,523.60
5604,529.27,523.60
5605,529.27,523.60
5606,529.27,523.60
5607,529.27,523.60
5608,515.49,523.60
5609,529.27,523.60
5610,515.49,523.60
5611,515.49,523.60
5612,515.49,523.60
5613,515.49,523.60
5614,529.27,523.60
5615,515.49,523.60
5616,529.27,523.60
5617,529.27,523.60
5618,529.27,523.60
5619,529.27,523.60
5620,529.27,523.60
5621,529.27,523.60
5622,529.27,523.60
5623,515.49,523.60
5624,529.27,523.60
5625,529.27,523.60
5626,515.49,523.60
5627,515.49,523.60
5628,529.27,523.60
5629,515.49,523.60
5630,515.49,523.60
5631,515.49,523.60
5632,529.27,523.60
5633,529.27,523.60
5634,515.49,523.60
5635,529.27,523.60
5636,529.27,523.60
5637,529.27,523.60
5638,515.49,523.60
5639,529.27,523.60
5640,529.27,523.60
5641,515.49,523.60
5642,515.49,523.60
5643,515.49,523.60
5644,515.49,523.60
5645,515.49,523.60
5646,515.49,523.60
5647,515.49,523.60
5648,515.49,523.60
5649,529.27,523.60
5650,529.27,523.60
5651,529.27,523.60
5652,529.27,523.60
5653,529.27,523.60
5654,529.27,523.60
5655,529.27,523.60
5656,515.49,523.60
5657,529.27,523.60
5658,515.49,523.60
5659,515.49,523.60
5660,515.49,523.60
5661,515.49,523.60
5662,529.27,523.60
5663,515.49,523.60
5664,515.49,523.60
5665,515.49,523.60
5666,529.27,523.60
5667,543.05,523.60
5668,529.27,523.60
5669,529.27,523.60
5670,529.27,523.60
5671,529.27,523.60
5672,529.27,523.60
5673,529.27,523.60
5674,529.27,523.60
5675,515.49,523.60
5676,515.49,523.60
5677,515.49,523.60
5678,515.49,523.60
5679,529.27,523.60
5680,515.49,523.60
5681,529.27,523.60
5682,515.49,523.60
5683,529.27,523.60
5684,529.27,523.60
5685,529.27,523.60
5686,529.27,523.60
5687,529.27,523.60
5688,529.27,523.60
5689,529.27,523.60
5690,529.27,523.60
5691,515.49,523.60
5692,529.27,523.60
5693,515.49,523.60
5694,515.49,523.60
5695,515.49,523.60
5696,515.49,523.60
5697,515.49,523.60
5698,529.27,523.60
5699,529.27,523.60
5700,529.27,523.60
5701,529.27,523.60
5702,515.49,523.60
5703,529.27,523.60
5704,515.49,523.60
5705,529.27,523.60
5706,529.27,523.60
5707,515.49,523.60
5708,515.49,523.60
5709,515.49,523.60
5710,515.49,523.60
5711,515.49,523.60
5712,515.49,523.60
5713,515.49,523.60
5714,515.49,523.60
5715,529.27,523.60
5716,529.27,523.60
5717,529.27,523.60
5718,529.27,523.60
5719,529.27,523.60
5720,529.27,523.60
5721,529.27,523.60
5722,529.27,523.60
5723,529.27,523.60
5724,529.27,523.60
5725,515.49,523.60
5726,515.49,523.60
5727,515.49,523.60
5728,515.49,523.60
5729,515.49,523.60
5730,529.27,523.60
5731,515.49,523.60
5732,529.27,523.60
5733,529.27,523.60
5734,529.27,523.60
5735,529.27,523.60
5736,529.27,523.60
5737,529.27,523.60
5738,529.27,523.60
5739,515.49,523.60
5740,529.27,523.60
5741,515.49,523.60
5742,529.27,523.60
5743,515.49,523.60
5744,529.27,523.60
5745,515.49,523.60
5746,529.27,523.60
5747,515.49,523.60
5748,515.49,523.60
5749,515.49,523.60
5750,529.27,523.60
5751,529.27,523.60
5752,529.27,523.60
5753,529.27,523.60
5754,529.27,523.60
5755,529.27,523.60
5756,529.27,523.60
5757,515.49,523.60
5758,515.49,523.60
5759,515.49,523.60
5760,515.49,523.60
5761,515.49,523.60
5762,515.49,523.60
5763,515.49,523.60
5764,529.27,523.60
5765,515.49,523.60
5766,529.27,523.60
5767,529.27,523.60
5768,529.27,523.60
5769,529.27,523.60
5770,529.27,523.60
5771,529.27,523.60
5772,529.27,523.60
5773,529.27,523.60
5774,529.27,523.60
5775,515.49,523.60
5776,515.49,523.60
5777,515.49,523.60
5778,515.49,523.60
5779,515.49,523.60
5780,515.49,523.60
5781,515.49,523.60
5782,529.27,523.60
5783,529.27,523.60
5784,529.27,523.60
5785,529.27,523.60
5786,529.27,523.60
5787,529.27,523.60
5788,529.27,523.60
5789,529.27,523.60
5790,529.27,523.60
5791,515.49,523.60
5792,515.49,523.60
5793,515.49,523.60
5794,515.49,523.60
5795,515.49,523.60
5796,515.49,523.60
5797,515.49,523.60
5798,529.27,523.60
5799,529.27,523.60
5800,529.27,523.60
5801,529.27,523.60
5802,529.27,523.60
5803,529.27,523.60
5804,529.27,523.60
5805,529.27,523.60
5806,529.27,523.60
5807,515.49,523.60
5808,515.49,523.60
5809,529.27,523.60
5810,515.49,523.60
5811,529.27,523.60
5812,515.49,523.60
5813,515.49,523.60
5814,515.49,523.60
5815,529.27,523.60
5816,515.49,523.60
5817,529.27,523.60
5818,529.27,523.60
5819,529.27,523.60
5820,529.27,523.60
5821,529.27,523.60
5822,529.27,523.60
5823,529.27,523.60
5824,529.27,523.60
5825,515.49,523.60
5826,529.27,523.60
5827,515.49,523.60
5828,529.27,523.60
5829,515.49,523.60
5830,529.27,523.60
5831,529.27,523.60
5832,515.49,523.60
5833,529.27,523.60
5834,529.27,523.60
5835,529.27,523.60
5836,529.27,523.60
5837,529.27,523.60
5838,529.27,523.60
5839,529.27,523.60
5840,529.27,523.60
5841,515.49,523.60
5842,515.49,523.60
5843,529.27,523.60
5844,515.49,523.60
5845,515.49,523.60
5846,515.49,523.60
5847,515.49,523.60
5848,515.49,523.60
5849,529.27,523.60
5850,529.27,523.60
5851,529.27,523.60
5852,529.27,523.60
5853,529.27,523.60
5854,529.27,523.60
5855,529.27,523.60
5856,529.27,523.60
5857,529.27,523.60
5858,515.49,523.60
5859,515.49,523.60
5860,515.49,523.60
5861,529.27,523.60
5862,515.49,523.60
5863,515.49,523.60
5864,515.49,523.60
5865,515.49,523.60
5866,529.27,523.60
5867,529.27,523.60
5868,529.27,523.60
5869,529.27,523.60
5870,529.27,523.60
5871,529.27,523.60
5872,529.27,523.60
5873,529.27,523.60
5874,515.49,523.60
5875,515.49,523.60
5876,529.27,523.60
5877,515.49,523.60
5878,515.49,523.60
5879,515.49,523.60
5880,515.49,523.60
5881,529.27,523.60
5882,529.27,523.60
5883,515.49,523.60
5884,529.27,523.60
5885,529.27,523.60
5886,529.27,523.60
5887,529.27,523.60
5888,529.27,523.60
5889,515.49,523.60
5890,529.27,523.60
5891,515.49,523.60
5892,529.27,523.60
5893,515.49,523.60
5894,515.49,523.60
5895,515.49,523.60
5896,515.49,523.60
5897,529.27,523.60
5898,515.49,523.60
5899,529.27,523.60
5900,529.27,523.60
5901,529.27,523.60
5902,529.27,523.60
5903,529.27,523.60
5904,529.27,523.60
5905,529.27,523.60
5906,529.27,523.60
5907,529.27,523.60
5908,515.49,523.60
5909,515.49,523.60
5910,515.49,523.60
5911,515.49,523.60
5912,515.49,523.60
5913,515.49,523.60
5914,529.27,523.60
5915,515.49,523.60
5916,515.49,523.60
5917,529.27,523.60
5918,529.27,523.60
5919,529.27,523.60
5920,529.27,523.60
5921,529.27,523.60
5922,529.27,523.60
5923,529.27,523.60
5924,515.49,523.60
5925,529.27,523.60
5926,515.49,523.60
5927,529.27,523.60
5928,515.49,523.60
5929,515.49,523.60
5930,515.49,523.60
5931,515.49,523.60
5932,529.27,523.60
5933,529.27,523.60
5934,529.27,523.60
5935,529.27,523.60
5936,529.27,523.60
5937,529.27,523.60
5938,529.27,523.60
5939,529.27,523.60
5940,515.49,523.60
5941,515.49,523.60
5942,515.49,523.60
5943,529.27,523.60
5944,515.49,523.60
5945,515.49,523.60
5946,515.49,523.60
5947,529.27,523.60
5948,515.49,523.60
5949,529.27,523.60
5950,529.27,523.60
5951,529.27,523.60
5952,529.27,523.60
5953,529.27,523.60
5954,529.27,523.60
5955,529.27,523.60
5956,529.27,523.60
5957,529.27,523.60
5958,515.49,523.60
5959,515.49,523.60
5960,529.27,523.60
5961,515.49,523.60
5962,515.49,523.60
5963,515.49,523.60
5964,515.49,523.60
5965,529.27,523.60
5966,529.27,523.60
5967,529.27,523.60
5968,529.27,523.60
5969,529.27,523.60
5970,529.27,523.60
5971,529.27,523.60
5972,529.27,523.60
5973,529.27,523.60
5974,515.49,523.60
5975,515.49,523.60
5976,515.49,523.60
5977,515.49,523.60
5978,515.49,523.60
5979,515.49,523.60
5980,515.49,523.60
5981,529.27,523.60
5982,529.27,523.60
5983,529.27,523.60
5984,529.27,523.60
5985,529.27,523.60
5986,529.27,523.60
5987,529.27,523.60
5988,529.27,523.60
5989,529.27,523.60
5990,529.27,523.60
5991,515.49,523.60
5992,515.49,523.60
5993,515.49,523.60
5994,515.49,523.60
5995,515.49,523.60
5996,515.49,523.60
5997,515.49,523.60
5998,529.27,523.60
5999,515.49,523.60
6000,529.27,523.60
6001,529.27,523.60
6002,529.27,523.60
6003,529.27,523.60
6004,529.27,523.60
6005,529.27,523.60
6006,529.27,523.60
6007,529.27,523.60
6008,515.49,523.60
6009,515.49,523.60
6010,515.49,523.60
6011,515.49,523.60
6012,515.49,523.60
6013,529.27,523.60
6014,515.49,523.60
6015,529.27,523.60
6016,529.27,523.60
6017,529.27,523.60
6018,529.27,523.60
6019,515.49,523.60
6020,529.27,523.60
6021,529.27,523.60
6022,515.49,523.60
6023,529.27,523.60
6024,515.49,523.60
6025,529.27,523.60
6026,515.49,523.60
6027,515.49,523.60
6028,515.49,523.60
6029,515.49,523.60
6030,529.27,523.60
6031,515.49,523.60
6032,529.27,523.60
6033,515.49,523.60
6034,529.27,523.60
6035,529.27,523.60
6036,529.27,523.60
6037,529.27,523.60
6038,529.27,523.60
6039,529.27,523.60
6040,515.49,523.60
6041,529.27,523.60
6042,529.27,523.60
6043,515.49,523.60
6044,529.27,523.60
6045,515.49,523.60
6046,515.49,523.60
6047,529.27,523.60
6048,529.27,523.60
6049,515.49,523.60
6050,529.27,523.60
6051,529.27,523.60
6052,529.27,523.60
6053,529.27,523.60
6054,529.27,523.60
6055,529.27,523.60
6056,529.27,523.60
6057,529.27,523.60
6058,529.27,523.60
6059,529.27,523.60
6060,515.49,523.60
6061,515.49,523.60
6062,515.49,523.60
6063,515.49,523.60
6064,515.49,523.60
6065,515.49,523.60
6066,515.49,523.60
6067,529.27,523.60
6068,529.27,523.60
6069,529.27,523.60
6070,529.27,523.60
6071,529.27,523.60
6072,529.27,523.60
6073,529.27,523.60
6074,515.49,523.60
6075,529.27,523.60
6076,515.49,523.60
6077,515.49,523.60
6078,515.49,523.60
6079,515.49,523.60
6080,515.49,523.60
6081,529.27,523.60
6082,515.49,523.60
6083,515.49,523.60
6084,529.27,523.60
6085,529.27,523.60
6086,529.27,523.60
6087,529.27,523.60
6088,529.27,523.60
6089,529.27,523.60
6090,515.49,523.60
6091,515.49,523.60
6092,515.49,523.60
6093,515.49,523.60
6094,515.49,523.60
6095,515.49,523.60
6096,515.49,523.60
6097,529.27,523.60
6098,515.49,523.60
6099,529.27,523.60
6100,529.27,523.60
6101,529.27,523.60
6102,529.27,523.60
6103,529.27,523.60
6104,529.27,523.60
6105,515.49,523.60
6106,529.27,523.60
6107,529.27,523.60
6108,515.49,523.60
6109,515.49,523.60
6110,515.49,523.60
6111,515.49,523.60
6112,515.49,523.60
6113,515.49,523.60
6114,515.49,523.60
6115,515.49,523.60
6116,529.27,523.60
6117,529.27,523.60
6118,529.27,523.60
6119,529.27,523.60
6120,529.27,523.60
6121,529.27,523.60
6122,515.49,523.60
6123,529.27,523.60
6124,529.27,523.60
6125,529.27,523.60
6126,515.49,523.60
6127,529.27,523.60
6128,515.49,523.60
6129,515.49,523.60
6130,515.49,523.60
6131,529.27,523.60
6132,515.49,523.60
6133,529.27,523.60
6134,529.27,523.60
6135,529.27,523.60
6136,529.27,523.60
6137,529.27,523.60
6138,529.27,523.60
6139,529.27,523.60
6140,529.27,523.60
6141,515.49,523.60
6142,529.27,523.60
6143,515.49,523.60
6144,515.49,523.60
6145,515.49,523.60
6146,515.49,523.60
6147,515.49,523.60
6148,515.49,523.60
6149,529.27,523.60
6150,529.27,523.60
6151,529.27,523.60
6152,529.27,523.60
6153,529.27,523.60
6154,529.27,523.60
6155,529.27,523.60
6156,529.27,523.60
6157,529.27,523.60
6158,515.49,523.60
6159,515.49,523.60
6160,515.49,523.60
6161,515.49,523.60
6162,515.49,523.60
6163,515.49,523.60
6164,515.49,523.60
6165,515.49,523.60
6166,529.27,523.60
6167,515.49,523.60
6168,529.27,523.60
6169,529.27,523.60
6170,529.27,523.60
6171,529.27,523.60
6172,529.27,523.60
6173,529.27,523.60
6174,515.49,523.60
6175,515.49,523.60
6176,515.49,523.60
6177,529.27,523.60
6178,515.49,523.60
6179,515.49,523.60
6180,529.27,523.60
6181,529.27,523.60
6182,529.27,523.60
6183,529.27,523.60
6184,529.27,523.60
6185,529.27,523.60
6186,529.27,523.60
6187,529.27,523.60
6188,515.49,523.60
6189,529.27,523.60
6190,529.27,523.60
6191,515.49,523.60
6192,529.27,523.60
6193,529.27,523.60
6194,515.49,523.60
6195,515.49,523.60
6196,529.27,523.60
6197,515.49,523.60
6198,515.49,523.60
6199,529.27,523.60
6200,529.27,523.60
6201,529.27,523.60
6202,529.27,523.60
6203,529.27,523.60
6204,529.27,523.60
6205,529.27,523.60
6206,529.27,523.60
6207,529.27,523.60
6208,515.49,523.60
6209,529.27,523.60
6210,529.27,523.60
6211,515.49,523.60
6212,515.49,523.60
6213,529.27,523.60
6214,515.49,523.60
6215,515.49,523.60
6216,529.27,523.60
6217,515.49,523.60
6218,529.27,523.60
6219,529.27,523.60
6220,529.27,523.60
6221,529.27,523.60
6222,529.27,523.60
6223,529.27,523.60
6224,515.49,523.60
6225,529.27,523.60
6226,515.49,523.60
6227,529.27,523.60
6228,515.49,523.60
6229,515.49,523.60
6230,515.49,523.60
6231,515.49,523.60
6232,515.49,523.60
6233,529.27,523.60
6234,529.27,523.60
6235,529.27,523.60
6236,529.27,523.60
6237,529.27,523.60
6238,529.27,523.60
6239,529.27,523.60
6240,515.49,523.60
6241,515.49,523.60
6242,515.49,523.60
6243,529.27,523.60
6244,515.49,523.60
6245,515.49,523.60
6246,515.49,523.60
6247,515.49,523.60
6248,515.49,523.60
6249,529.27,523.60
6250,529.27,523.60
6251,529.27,523.60
6252,529.27,523.60
6253,529.27,523.60
6254,529.27,523.60
6255,529.27,523.60
6256,529.27,523.60
6257,529.27,523.60
6258,515.49,523.60
6259,529.27,523.60
6260,515.49,523.60
6261,515.49,523.60
6262,529.27,523.60
6263,529.27,523.60
6264,529.27,523.60
6265,529.27,523.60
6266,529.27,523.60
6267,529.27,523.60
6268,529.27,523.60
6269,529.27,523.60
6270,529.27,523.60
6271,529.27,523.60
6272,529.27,523.60
6273,515.49,523.60
6274,529.27,523.60
6275,529.27,523.60
6276,515.49,523.60
6277,515.49,523.60
6278,529.27,523.60
6279,515.49,523.60
6280,515.49,523.60
6281,515.49,523.60
6282,529.27,523.60
6283,529.27,523.60
6284,529.27,523.60
6285,529.27,523.60
6286,529.27,523.60
6287,529.27,523.60
6288,529.27,523.60
6289,529.27,523.60
6290,515.49,523.60
6291,515.49,523.60
6292,529.27,523.60
6293,515.49,523.60
6294,515.49,523.60
6295,529.27,523.60
6296,515.49,523.60
6297,515.49,523.60
6298,515.49,523.60
6299,529.27,523.60
6300,529.27,523.60
6301,529.27,0.00
6302,529.27,0.00
6303,529.27,0.00
6304,529.27,0.00
6305,515.49,0.00
6306,515.49,0.00
6307,515.49,0.00
6308,501.72,0.00
6309,501.72,0.00
6310,501.72,0.00
6311,501.72,0.00
6312,487.94,0.00
6313,487.94,0.00
6314,487.94,0.00
6315,474.16,0.00
6316,474.16,0.00
6317,474.16,0.00
6318,474.16,0.00
6319,460.39,0.00
6320,460.39,0.00
6321,460.39,0.00
6322,432.83,0.00
6323,432.83,0.00
6324,432.83,0.00
6325,419.05,0.00
6326,405.28,0.00
6327,405.28,0.00
6328,391.50,0.00
6329,391.50,0.00
6330,377.72,0.00
6331,377.72,0.00
6332,363.95,0.00
6333,363.95,0.00
6334,350.17,0.00
6335,350.17,0.00
6336,336.39,0.00
6337,336.39,0.00
6338,322.62,0.00
6339,308.84,0.00
6340,295.06,0.00
6341,295.06,0.00
6342,281.28,0.00
6343,267.51,0.00
6344,253.73,0.00
6345,253.73,0.00
6346,239.95,0.00
6347,226.18,0.00
6348,226.18,0.00
6349,212.40,0.00
6350,212.40,0.00
6351,198.62,0.00
6352,184.85,0.00
6353,184.85,0.00
6354,171.07,0.00
6355,157.29,0.00
6356,157.29,0.00
6357,143.51,0.00
